Carat.Size,Color,Clarity,Depth,Table,Cut,Report,Price,Log.Price,Table.Depth,Table.Depth.1,Test
0.52,D,VS2,61.8,55,Ideal,GIA,1673,7.4223737,-6.8,0.88996764,0
0.7,G,SI2,63.9,58,Very Good,GIA,1674,7.42297125,-5.9,0.90766823,2
0.56,I,VVS2,57.9,60,Very Good,GIA,1709,7.44366368,2.1,1.03626943,1
0.61,G,VS2,61.9,59,Excellent,GIA,1709,7.44366368,-2.9,0.95315024,0
0.57,D,VS2,59.4,61,Excellent,GIA,1710,7.44424865,1.6,1.02693603,0
0.7,F,SI2,59.4,64,Very Good,GIA,1710,7.44424865,4.6,1.07744108,0
0.78,J,SI1,61.3,58,Excellent,GIA,1710,7.44424865,-3.3,0.94616639,0
0.52,D,VS1,62.7,56,Excellent,GIA,1710,7.44424865,-6.7,0.89314195,0
0.59,F,SI1,60.3,59,Excellent,GIA,1710,7.44424865,-1.3,0.97844113,1
0.56,H,VS1,61.8,59,Excellent,GIA,1711,7.44483327,-2.8,0.95469256,0
0.56,H,VS1,62.3,58,Excellent,GIA,1711,7.44483327,-4.3,0.93097913,2
0.56,H,VS1,61.7,58,Excellent,GIA,1711,7.44483327,-3.7,0.94003241,0
0.51,E,VS1,62.4,56,Excellent,AGS,1711,7.44483327,-6.4,0.8974359,0
0.5,E,VS2,61.2,57,Ideal,GIA,1712,7.44541756,-4.2,0.93137255,0
0.49,G,VVS1,62.3,56,Excellent,GIA,1712,7.44541756,-6.3,0.8988764,0
0.76,F,SI2,63.3,60,Very Good,GIA,1712,7.44541756,-3.3,0.9478673,1
0.71,K,VVS2,62.6,57,Very Good,GIA,1712,7.44541756,-5.6,0.91054313,2
0.58,E,VS2,62.1,59,Excellent,GIA,1713,7.4460015,-3.1,0.95008052,1
0.62,D,SI1,62.4,55,Excellent,GIA,1713,7.4460015,-7.4,0.88141026,1
0.56,F,VS2,59.9,58,Excellent,AGS,1713,7.4460015,-1.9,0.96828047,0
0.5,F,VVS2,62.5,54,Very Good,GIA,1715,7.44716836,-8.5,0.864,1
0.71,J,VS2,62.6,54,Excellent,GIA,1715,7.44716836,-8.6,0.86261981,1
0.53,G,VVS2,60.9,58,Very Good,GIA,1715,7.44716836,-2.9,0.95238095,0
0.75,J,SI1,61.6,56,Ideal,GIA,1715,7.44716836,-5.6,0.90909091,0
0.71,I,SI1,62,57,Excellent,GIA,1715,7.44716836,-5,0.91935484,0
0.71,I,SI1,61.9,57,Excellent,GIA,1715,7.44716836,-4.9,0.92084006,0
0.71,H,SI2,62.1,58,Very Good,GIA,1715,7.44716836,-4.1,0.93397746,0
0.71,G,SI2,62.6,56,Very Good,GIA,1751,7.46794233,-6.6,0.89456869,2
0.62,G,SI1,61.9,57,Excellent,GIA,1752,7.46851327,-4.9,0.92084006,0
0.62,G,SI1,62.8,57,Excellent,GIA,1752,7.46851327,-5.8,0.90764331,1
0.71,J,VS1,62.2,57,Excellent,GIA,1752,7.46851327,-5.2,0.91639871,0
0.51,D,VS2,61.6,59,Excellent,GIA,1752,7.46851327,-2.6,0.95779221,0
0.7,F,SI2,59.8,60,Very Good,GIA,1752,7.46851327,0.2,1.00334448,0
0.52,E,VS1,61.1,58,Excellent,GIA,1752,7.46851327,-3.1,0.9492635,0
0.58,F,VS2,60.7,63,Good,GIA,1753,7.46908388,2.3,1.03789127,0
0.74,H,SI2,61.1,59,Excellent,GIA,1753,7.46908388,-2.1,0.96563011,0
0.51,D,VS2,63.4,57,Very Good,GIA,1753,7.46908388,-6.4,0.89905363,2
0.54,F,VS2,61.3,57,Ideal,GIA,1754,7.46965417,-4.3,0.92985318,0
0.5,F,VS1,57.8,62,Very Good,GIA,1754,7.46965417,4.2,1.07266436,1
0.5,E,VS1,62.9,57,Very Good,GIA,1754,7.46965417,-5.9,0.90620032,0
0.55,F,VS1,62.5,57,Excellent,GIA,1756,7.47079377,-5.5,0.912,0
0.5,D,VS1,59.8,60,Very Good,GIA,1756,7.47079377,0.2,1.00334448,0
0.5,D,VS1,62,58,Very Good,GIA,1756,7.47079377,-4,0.93548387,0
0.72,H,SI1,62.4,56,Excellent,GIA,1756,7.47079377,-6.4,0.8974359,0
0.58,D,SI1,62.1,57,Excellent,AGS,1756,7.47079377,-5.1,0.9178744,0
0.71,H,SI2,61.6,59,Very Good,GIA,1756,7.47079377,-2.6,0.95779221,0
0.71,I,SI1,62.5,58,Excellent,GIA,1756,7.47079377,-4.5,0.928,0
0.52,I,IF,62.5,56,Excellent,GIA,1757,7.47136309,-6.5,0.896,0
0.47,D,VVS1,61.8,59,Very Good,GIA,1757,7.47136309,-2.8,0.95469256,0
0.59,E,VS2,63.1,57,Very Good,GIA,1757,7.47136309,-6.1,0.90332805,2
0.72,E,SI2,64.1,58,Good,GIA,1757,7.47136309,-6.1,0.90483619,1
0.72,E,SI2,63.1,64,Good,GIA,1757,7.47136309,0.9,1.01426307,0
0.73,F,SI2,63.6,55,Very Good,GIA,1798,7.49443022,-8.6,0.86477987,0
0.64,H,VS1,62.8,58,Very Good,GIA,1798,7.49443022,-4.8,0.92356688,0
0.82,I,SI2,59.9,59,Excellent,GIA,1798,7.49443022,-0.9,0.98497496,1
0.8,K,VVS1,61.6,61,Excellent,GIA,1798,7.49443022,-0.6,0.99025974,0
0.5,D,VS2,62.9,60,Very Good,GIA,1798,7.49443022,-2.9,0.95389507,0
0.7,F,SI2,58.6,59,Good,GIA,1799,7.49498623,0.4,1.00682594,1
0.5,D,VS1,61.5,54,Excellent,GIA,1799,7.49498623,-7.5,0.87804878,0
0.5,E,VVS2,62.1,56,Very Good,GIA,1799,7.49498623,-6.1,0.90177134,1
0.49,G,VVS1,62.2,56,Excellent,GIA,1799,7.49498623,-6.2,0.90032154,0
0.7,D,SI2,63.3,56,Good,GIA,1799,7.49498623,-7.3,0.88467615,0
0.7,J,VVS1,62.5,58,Excellent,GIA,1800,7.49554194,-4.5,0.928,1
0.6,E,SI1,62,58,Excellent,GIA,1800,7.49554194,-4,0.93548387,0
0.52,D,VS1,62.9,61,Very Good,GIA,1800,7.49554194,-1.9,0.96979332,2
0.75,H,SI2,62.2,56,Excellent,GIA,1800,7.49554194,-6.2,0.90032154,0
0.71,F,SI1,60.4,57,Excellent,GIA,1800,7.49554194,-3.4,0.94370861,2
0.7,I,SI1,61.9,57,Excellent,GIA,1800,7.49554194,-4.9,0.92084006,1
0.7,I,SI1,59.9,59,Excellent,GIA,1800,7.49554194,-0.9,0.98497496,0
0.71,H,SI1,62,62,Very Good,GIA,1800,7.49554194,0,1,0
0.78,I,SI2,62.9,58,Very Good,GIA,1801,7.49609735,-4.9,0.92209857,0
0.72,K,VVS1,62.1,56,Excellent,GIA,1801,7.49609735,-6.1,0.90177134,0
0.72,H,SI2,61.9,59,Very Good,GIA,1801,7.49609735,-2.9,0.95315024,2
0.69,E,VS1,62.2,62,Good,GIA,1801,7.49609735,-0.2,0.99678457,0
0.55,G,VVS2,61.1,59,Excellent,GIA,1801,7.49609735,-2.1,0.96563011,0
0.53,F,VS1,63,54,Excellent,GIA,1801,7.49609735,-9,0.85714286,0
0.53,F,VS1,62.1,58,Excellent,GIA,1801,7.49609735,-4.1,0.93397746,2
0.5,F,VS1,61.5,56,Ideal,GIA,1841,7.51806418,-5.5,0.91056911,1
0.7,K,IF,62.3,57,Very Good,GIA,1841,7.51806418,-5.3,0.91492777,1
0.7,G,SI2,61.1,60,Excellent,GIA,1841,7.51806418,-1.1,0.98199673,0
0.76,G,SI2,62.3,56,Excellent,GIA,1842,7.51860722,-6.3,0.8988764,0
0.75,K,VVS1,62.7,55,Excellent,GIA,1842,7.51860722,-7.7,0.87719298,0
0.83,J,VS2,62.9,58,Very Good,GIA,1843,7.51914996,-4.9,0.92209857,1
0.54,G,VVS2,60.9,58,Excellent,GIA,1843,7.51914996,-2.9,0.95238095,0
0.71,F,SI2,61.6,59,Excellent,GIA,1843,7.51914996,-2.6,0.95779221,1
0.8,J,SI2,60.7,59,Excellent,GIA,1843,7.51914996,-1.7,0.97199341,1
0.7,I,SI1,63.5,58,Very Good,GIA,1844,7.5196924,-5.5,0.91338583,1
0.7,I,SI1,61.8,57,Very Good,GIA,1844,7.5196924,-4.8,0.9223301,0
0.7,H,SI2,60.9,53,Very Good,GIA,1844,7.5196924,-7.9,0.87027915,0
0.7,I,SI1,60.8,59,Very Good,GIA,1844,7.5196924,-1.8,0.97039474,1
0.5,E,VVS2,63.6,60,Very Good,GIA,1844,7.5196924,-3.6,0.94339623,1
0.5,E,VVS2,63.7,58,Very Good,GIA,1844,7.5196924,-5.7,0.91051805,2
0.63,F,VS2,62.9,56,Very Good,GIA,1844,7.5196924,-6.9,0.89030207,0
0.53,D,VS1,57.2,61,Good,GIA,1845,7.52023456,3.8,1.06643357,0
0.53,D,VS1,62.8,56,Excellent,GIA,1845,7.52023456,-6.8,0.89171975,0
0.53,D,VS1,59.2,60,Excellent,GIA,1845,7.52023456,0.8,1.01351351,1
0.6,G,VS1,63.8,57,Very Good,GIA,1845,7.52023456,-6.8,0.89341693,0
0.7,H,SI1,60.2,60,Excellent,GIA,1845,7.52023456,-0.2,0.99667774,0
0.52,I,IF,60.7,57,Ideal,GIA,1845,7.52023456,-3.7,0.93904448,0
0.52,I,IF,61,57,Ideal,GIA,1845,7.52023456,-4,0.93442623,1
0.51,E,VS1,62.9,58,Very Good,GIA,1845,7.52023456,-4.9,0.92209857,2
0.5,E,VVS2,62.3,56,Excellent,GIA,1845,7.52023456,-6.3,0.8988764,0
0.91,K,SI1,62.6,57,Excellent,GIA,1881,7.53955883,-5.6,0.91054313,1
0.7,D,SI2,60.5,58,Good,GIA,1881,7.53955883,-2.5,0.95867769,0
0.5,E,VVS1,62.9,60,Good,GIA,1881,7.53955883,-2.9,0.95389507,0
0.77,J,VS1,62.5,61,Very Good,GIA,1881,7.53955883,-1.5,0.976,0
0.53,G,VVS1,61.7,56,Ideal,GIA,1881,7.53955883,-5.7,0.9076175,0
0.53,G,VVS1,61.8,57,Ideal,GIA,1881,7.53955883,-4.8,0.9223301,0
0.52,E,VS1,61.4,58,Excellent,GIA,1881,7.53955883,-3.4,0.94462541,2
0.52,E,VS1,62.8,56,Very Good,GIA,1881,7.53955883,-6.8,0.89171975,0
0.71,H,SI1,62.1,58,Excellent,GIA,1881,7.53955883,-4.1,0.93397746,0
0.6,G,VS1,59.8,59,Good,GIA,1881,7.53955883,-0.8,0.98662207,1
0.6,G,VS1,61.7,57,Excellent,GIA,1881,7.53955883,-4.7,0.92382496,0
0.7,E,SI2,61.8,60,Very Good,GIA,1882,7.54009032,-1.8,0.97087379,0
0.72,F,SI2,61.5,56,Ideal,GIA,1882,7.54009032,-5.5,0.91056911,1
0.71,J,IF,63.4,55,Very Good,GIA,1882,7.54009032,-8.4,0.86750789,0
0.75,E,SI2,63.3,55,Very Good,GIA,1882,7.54009032,-8.3,0.86887836,1
0.7,H,SI1,60.7,54,Excellent,GIA,1883,7.54062153,-6.7,0.88962109,1
0.7,H,SI1,62.1,58,Excellent,GIA,1883,7.54062153,-4.1,0.93397746,0
0.7,H,SI1,61.7,59,Excellent,GIA,1883,7.54062153,-2.7,0.95623987,0
0.7,H,SI1,61.1,59,Excellent,GIA,1883,7.54062153,-2.1,0.96563011,2
0.7,H,SI1,61.5,57,Excellent,GIA,1883,7.54062153,-4.5,0.92682927,0
0.53,H,IF,62.7,56,Excellent,GIA,2001,7.60140233,-6.7,0.89314195,0
0.54,G,IF,61.3,54,Excellent,GIA,2001,7.60140233,-7.3,0.88091354,0
0.54,G,IF,62.1,57,Excellent,GIA,2001,7.60140233,-5.1,0.9178744,0
0.58,H,IF,61.5,58,Excellent,GIA,2001,7.60140233,-3.5,0.94308943,1
0.56,F,VVS2,62,58,Excellent,GIA,2001,7.60140233,-4,0.93548387,1
0.72,H,SI1,61.1,58,Excellent,GIA,2001,7.60140233,-3.1,0.9492635,0
0.51,G,VVS2,60.5,59,Excellent,GIA,2001,7.60140233,-1.5,0.97520661,0
0.74,E,SI2,60.4,59,Very Good,GIA,2002,7.60190196,-1.4,0.97682119,2
0.77,K,IF,62.2,56,Excellent,GIA,2002,7.60190196,-6.2,0.90032154,0
0.76,J,VS2,58.4,61,Very Good,GIA,2002,7.60190196,2.6,1.04452055,0
0.5,D,VVS2,62.5,60,Very Good,GIA,2002,7.60190196,-2.5,0.96,1
0.5,E,VVS1,63.7,60,Very Good,GIA,2002,7.60190196,-3.7,0.94191523,2
0.5,E,VVS1,63.8,57,Very Good,GIA,2002,7.60190196,-6.8,0.89341693,0
0.5,E,VVS1,63.1,59,Very Good,GIA,2002,7.60190196,-4.1,0.93502377,0
0.5,D,VVS2,63.4,60,Good,GIA,2002,7.60190196,-3.4,0.94637224,0
0.5,D,VVS2,63.3,58,Very Good,GIA,2002,7.60190196,-5.3,0.91627172,0
0.5,E,VVS1,62.7,55,Very Good,GIA,2002,7.60190196,-7.7,0.87719298,0
0.5,E,VVS1,63.2,58,Very Good,GIA,2002,7.60190196,-5.2,0.91772152,2
0.53,E,VVS2,62,58,Excellent,GIA,2002,7.60190196,-4,0.93548387,1
0.53,E,VVS2,62.2,58,Excellent,GIA,2002,7.60190196,-4.2,0.93247588,0
0.74,I,VS1,63.5,55,Very Good,GIA,2003,7.60240134,-8.5,0.86614173,0
0.51,E,VVS2,63.6,60,Good,GIA,2003,7.60240134,-3.6,0.94339623,0
0.71,F,SI2,61.1,56,Excellent,GIA,2003,7.60240134,-5.1,0.91653028,1
0.52,E,VVS2,63,58,Very Good,GIA,2004,7.60290046,-5,0.92063492,1
0.81,H,SI2,62.9,58,Very Good,GIA,2004,7.60290046,-4.9,0.92209857,0
0.53,E,VVS2,60.9,60,Excellent,GIA,2079,7.63964229,-0.9,0.98522167,1
0.71,F,SI2,59.3,57,Good,GIA,2080,7.64012317,-2.3,0.96121417,1
0.83,J,VS1,63.1,59,Very Good,GIA,2080,7.64012317,-4.1,0.93502377,0
0.73,I,VS1,62.3,57,Very Good,GIA,2080,7.64012317,-5.3,0.91492777,2
0.73,H,SI1,63.2,55,Very Good,GIA,2080,7.64012317,-8.2,0.87025316,1
0.72,H,VS2,62.2,56,Excellent,GIA,2081,7.64060383,-6.2,0.90032154,0
0.6,F,VS1,61.9,55,Excellent,GIA,2081,7.64060383,-6.9,0.88852989,2
0.9,K,SI1,60.5,59,Very Good,GIA,2081,7.64060383,-1.5,0.97520661,0
0.71,F,SI2,61.2,57,Excellent,GIA,2081,7.64060383,-4.2,0.93137255,2
0.72,H,SI1,61.5,57,Excellent,GIA,2081,7.64060383,-4.5,0.92682927,0
0.71,I,VS2,61.6,60,Excellent,GIA,2082,7.64108425,-1.6,0.97402597,1
0.7,F,SI1,61.2,58,Very Good,GIA,2082,7.64108425,-3.2,0.94771242,0
0.5,E,VVS1,61.4,56,Very Good,GIA,2082,7.64108425,-5.4,0.91205212,0
0.52,E,VVS1,61.4,57,Ideal,GIA,2082,7.64108425,-4.4,0.92833876,0
0.52,E,VVS1,62.5,61,Very Good,GIA,2082,7.64108425,-1.5,0.976,2
0.72,F,SI2,61.2,57,Excellent,GIA,2082,7.64108425,-4.2,0.93137255,0
0.5,D,VVS2,58.6,60,Very Good,GIA,2083,7.64156444,1.4,1.02389078,2
0.71,G,SI1,62.5,57,Excellent,GIA,2083,7.64156444,-5.5,0.912,2
0.9,K,VS2,62.1,60,Very Good,GIA,2083,7.64156444,-2.1,0.96618357,2
0.54,G,VVS2,61.7,56,Ideal,GIA,2083,7.64156444,-5.7,0.9076175,2
0.7,D,SI2,61.7,56,Excellent,GIA,2083,7.64156444,-5.7,0.9076175,1
0.55,H,VVS1,60.2,59,Excellent,GIA,2083,7.64156444,-1.2,0.98006645,1
0.7,J,VVS1,62.6,60,Very Good,GIA,2083,7.64156444,-2.6,0.95846645,0
0.62,F,VS1,61.3,58,Excellent,GIA,2083,7.64156444,-3.3,0.94616639,0
0.62,F,VS1,61.5,60,Very Good,GIA,2083,7.64156444,-1.5,0.97560976,0
0.6,G,VVS2,62.3,58,Very Good,GIA,2117,7.65775527,-4.3,0.93097913,0
0.7,H,VVS2,64.1,57,Good,GIA,2117,7.65775527,-7.1,0.88923557,2
0.75,F,SI2,58.9,57,Very Good,GIA,2117,7.65775527,-1.9,0.96774194,1
0.7,F,SI2,59.6,57,Very Good,GIA,2117,7.65775527,-2.6,0.95637584,0
0.8,F,SI2,62.6,58,Very Good,GIA,2117,7.65775527,-4.6,0.92651757,0
0.73,G,SI1,61.4,58,Excellent,GIA,2118,7.65822753,-3.4,0.94462541,2
0.73,I,VS1,63.7,55,Very Good,GIA,2118,7.65822753,-8.7,0.86342229,0
0.73,I,VS1,63.6,56,Very Good,GIA,2118,7.65822753,-7.6,0.88050314,0
0.72,G,SI2,61.6,57,Ideal,GIA,2118,7.65822753,-4.6,0.92532468,0
0.5,E,VVS2,61.8,59,Very Good,GIA,2118,7.65822753,-2.8,0.95469256,0
0.71,G,SI1,62.1,57,Excellent,GIA,2118,7.65822753,-5.1,0.9178744,0
0.71,G,SI1,60.4,59,Excellent,GIA,2118,7.65822753,-1.4,0.97682119,2
0.71,G,SI1,62.3,56,Excellent,GIA,2118,7.65822753,-6.3,0.8988764,0
0.71,I,VS1,61.6,56,Excellent,GIA,2118,7.65822753,-5.6,0.90909091,0
0.71,I,VS1,61,60,Excellent,GIA,2118,7.65822753,-1,0.98360656,2
0.71,I,VS1,62.7,58,Very Good,GIA,2118,7.65822753,-4.7,0.92503987,1
0.71,F,SI2,62.5,58,Excellent,GIA,2118,7.65822753,-4.5,0.928,2
0.53,E,VVS2,62.3,56,Very Good,GIA,2119,7.65869956,-6.3,0.8988764,0
0.53,E,VVS2,62.1,57,Excellent,GIA,2119,7.65869956,-5.1,0.9178744,0
0.53,E,VVS2,62.2,56,Excellent,GIA,2119,7.65869956,-6.2,0.90032154,2
0.53,E,VVS2,62.5,57,Excellent,GIA,2119,7.65869956,-5.5,0.912,2
0.53,E,VVS2,62.5,57,Very Good,GIA,2119,7.65869956,-5.5,0.912,0
0.71,F,SI1,62.6,56,Excellent,GIA,2119,7.65869956,-6.6,0.89456869,1
0.71,F,SI1,63.3,57,Very Good,GIA,2119,7.65869956,-6.3,0.90047393,0
0.71,F,SI1,63.3,58,Very Good,GIA,2119,7.65869956,-5.3,0.91627172,0
0.51,F,VVS1,61.9,56,Excellent,GIA,2156,7.67600993,-5.9,0.90468498,0
0.5,E,VVS1,63.4,57,Very Good,GIA,2156,7.67600993,-6.4,0.89905363,0
0.73,H,VS2,61.8,57,Very Good,GIA,2156,7.67600993,-4.8,0.9223301,0
0.5,D,VVS2,58.9,60,Excellent,GIA,2156,7.67600993,1.1,1.01867572,0
0.5,D,VVS2,62.2,58,Excellent,GIA,2156,7.67600993,-4.2,0.93247588,1
0.5,D,VVS2,60.6,60,Very Good,GIA,2156,7.67600993,-0.6,0.99009901,0
0.5,D,VVS2,61.6,57,Excellent,GIA,2156,7.67600993,-4.6,0.92532468,2
0.5,D,VVS2,60.3,58,Very Good,GIA,2156,7.67600993,-2.3,0.96185738,0
0.55,F,VS2,59.9,60,Excellent,GIA,2156,7.67600993,0.1,1.00166945,0
0.5,F,IF,62.6,57,Very Good,GIA,2156,7.67600993,-5.6,0.91054313,0
0.5,E,VVS1,62.5,56,Excellent,GIA,2156,7.67600993,-6.5,0.896,0
0.7,G,VS2,63.3,57,Very Good,GIA,2156,7.67600993,-6.3,0.90047393,0
0.6,G,VS1,62.7,56,Excellent,GIA,2156,7.67600993,-6.7,0.89314195,2
0.52,G,IF,58.6,61,Excellent,GIA,2157,7.67647365,2.4,1.04095563,0
0.71,F,SI1,63.4,57,Very Good,GIA,2157,7.67647365,-6.4,0.89905363,1
0.71,F,SI1,62.9,57,Good,GIA,2157,7.67647365,-5.9,0.90620032,0
0.73,F,SI2,61.5,56,Excellent,GIA,2157,7.67647365,-5.5,0.91056911,1
0.72,D,SI2,63.1,59,Very Good,GIA,2157,7.67647365,-4.1,0.93502377,0
0.6,E,VS1,61.6,59,Excellent,GIA,2157,7.67647365,-2.6,0.95779221,0
0.62,F,VS1,59.9,61,Excellent,GIA,2158,7.67693715,1.1,1.01836394,0
0.8,J,VS1,61,59,Excellent,GIA,2158,7.67693715,-2,0.96721311,2
0.73,E,SI1,59.8,56,Very Good,GIA,2158,7.67693715,-3.8,0.93645485,0
0.54,E,VVS2,61.7,58,Excellent,GIA,2159,7.67740043,-3.7,0.94003241,1
0.54,F,VVS1,60.6,58,Excellent,GIA,2159,7.67740043,-2.6,0.95709571,0
0.54,E,VVS2,62.1,57,Excellent,GIA,2159,7.67740043,-5.1,0.9178744,1
0.72,F,SI1,62.5,59,Excellent,GIA,2197,7.69484807,-3.5,0.944,2
0.9,K,SI1,62.2,57,Excellent,GIA,2197,7.69484807,-5.2,0.91639871,0
0.5,F,VVS1,59.8,58,Excellent,GIA,2198,7.69530313,-1.8,0.96989967,0
0.58,F,VS1,61.7,57,Ideal,GIA,2199,7.69575799,-4.7,0.92382496,0
0.58,F,VS1,62.9,55,Excellent,GIA,2199,7.69575799,-7.9,0.87440382,2
0.51,D,VVS2,60.3,59,Excellent,GIA,2199,7.69575799,-1.3,0.97844113,0
0.51,D,VVS2,60.1,62,Very Good,GIA,2199,7.69575799,1.9,1.03161398,1
0.55,E,VVS2,60.4,60,Excellent,GIA,2199,7.69575799,-0.4,0.99337748,0
0.51,D,VVS2,61.5,61,Very Good,GIA,2199,7.69575799,-0.5,0.99186992,0
0.51,E,VVS1,62.1,55,Excellent,GIA,2199,7.69575799,-7.1,0.88566828,2
0.51,D,VVS2,62.7,57,Very Good,GIA,2199,7.69575799,-5.7,0.90909091,0
0.5,E,VVS2,62,57,Excellent,GIA,2199,7.69575799,-5,0.91935484,0
0.51,F,IF,61.1,58,Excellent,GIA,2199,7.69575799,-3.1,0.9492635,0
0.6,E,VS2,59.6,59,Excellent,GIA,2199,7.69575799,-0.6,0.98993289,0
0.53,E,VVS2,62.3,55,Excellent,GIA,2199,7.69575799,-7.3,0.88282504,0
0.53,E,IF,62.4,56,Excellent,GIA,2200,7.69621264,-6.4,0.8974359,0
0.81,I,SI1,62.4,56,Excellent,GIA,2200,7.69621264,-6.4,0.8974359,0
0.7,I,VS1,62.1,57,Excellent,GIA,2200,7.69621264,-5.1,0.9178744,1
0.73,F,SI2,61.4,59,Excellent,GIA,2200,7.69621264,-2.4,0.96091205,0
0.6,G,VVS2,61.5,56,Ideal,GIA,2200,7.69621264,-5.5,0.91056911,2
0.74,H,VS2,62.8,56,Very Good,GIA,2200,7.69621264,-6.8,0.89171975,0
0.58,E,VVS1,61.1,60,Very Good,GIA,2201,7.69666708,-1.1,0.98199673,2
0.7,E,SI2,59.1,60,Very Good,GIA,2201,7.69666708,0.9,1.01522843,0
0.6,E,VS1,60.7,57,Excellent,GIA,2201,7.69666708,-3.7,0.93904448,0
0.71,D,SI1,61.7,60,Very Good,GIA,2202,7.69712132,-1.7,0.97244733,1
0.91,K,VS1,63.5,55,Very Good,GIA,2232,7.71065332,-8.5,0.86614173,0
0.55,F,VVS2,59.9,59,Excellent,GIA,2232,7.71065332,-0.9,0.98497496,2
0.71,E,SI2,61.4,59,Excellent,GIA,2233,7.71110125,-2.4,0.96091205,0
0.71,E,SI2,60,59,Excellent,GIA,2233,7.71110125,-1,0.98333333,0
0.7,G,VS2,63.9,56,Very Good,GIA,2233,7.71110125,-7.9,0.87636933,1
0.77,G,SI2,63.8,53,Very Good,GIA,2233,7.71110125,-10.8,0.830721,1
0.7,E,SI1,62.3,58,Excellent,GIA,2233,7.71110125,-4.3,0.93097913,0
0.73,F,SI1,61,60,Very Good,GIA,2233,7.71110125,-1,0.98360656,0
0.7,I,VS1,62.1,58,Excellent,GIA,2234,7.71154898,-4.1,0.93397746,0
0.7,G,SI1,61.2,57,Ideal,GIA,2234,7.71154898,-4.2,0.93137255,0
0.71,E,SI1,58,64,Very Good,GIA,2234,7.71154898,6,1.10344828,0
0.71,E,SI1,61.6,60,Excellent,GIA,2234,7.71154898,-1.6,0.97402597,0
0.7,G,SI1,62.4,57,Excellent,GIA,2234,7.71154898,-5.4,0.91346154,0
0.7,I,VS1,59.4,60,Excellent,GIA,2234,7.71154898,0.6,1.01010101,0
0.52,F,VVS1,60.1,56,Very Good,GIA,2234,7.71154898,-4.1,0.93178037,1
0.52,F,VVS1,62.7,58,Very Good,GIA,2234,7.71154898,-4.7,0.92503987,0
0.77,E,SI2,61.5,56,Ideal,GIA,2234,7.71154898,-5.5,0.91056911,0
0.7,H,VS2,59.6,58,Very Good,GIA,2234,7.71154898,-1.6,0.97315436,0
0.7,E,VS2,63.5,60,Good,GIA,2234,7.71154898,-3.5,0.94488189,2
0.7,F,SI1,61.8,56,Excellent,GIA,2234,7.71154898,-5.8,0.90614887,0
0.7,H,VS2,62.5,57,Very Good,GIA,2234,7.71154898,-5.5,0.912,1
0.7,F,SI1,62.7,57,Very Good,GIA,2234,7.71154898,-5.7,0.90909091,1
0.7,G,SI1,60.9,55,Very Good,GIA,2234,7.71154898,-5.9,0.90311987,0
0.57,F,VVS1,62,58,Excellent,GIA,2235,7.71199651,-4,0.93548387,2
0.75,F,SI1,60.9,59,Very Good,GIA,2236,7.71244383,-1.9,0.96880131,0
0.54,E,VVS2,60.4,59,Excellent,GIA,2272,7.72841578,-1.4,0.97682119,0
0.81,I,VS2,63.2,57,Very Good,GIA,2272,7.72841578,-6.2,0.90189873,1
0.54,F,VVS1,61.3,59,Excellent,GIA,2272,7.72841578,-2.3,0.96247961,0
0.81,H,SI1,63.6,55,Very Good,GIA,2272,7.72841578,-8.6,0.86477987,2
0.64,H,VVS2,60,57,Ideal,GIA,2273,7.72885582,-3,0.95,0
0.7,H,VVS2,62.8,60,Very Good,GIA,2273,7.72885582,-2.8,0.95541401,0
0.72,F,SI1,61.6,57,Very Good,GIA,2273,7.72885582,-4.6,0.92532468,0
0.7,D,SI2,60.9,58,Excellent,GIA,2273,7.72885582,-2.9,0.95238095,0
0.72,F,SI1,60.4,58,Excellent,GIA,2273,7.72885582,-2.4,0.9602649,0
0.61,D,VS1,62.1,55,Very Good,GIA,2273,7.72885582,-7.1,0.88566828,0
0.77,I,VS1,61.1,61,Very Good,GIA,2274,7.72929567,-0.1,0.99836334,0
0.8,H,SI1,62.9,56,Very Good,GIA,2274,7.72929567,-6.9,0.89030207,0
0.51,F,VVS1,61.1,57,Ideal,GIA,2274,7.72929567,-4.1,0.93289689,0
0.71,E,SI1,61,59,Excellent,GIA,2274,7.72929567,-2,0.96721311,0
0.71,E,SI1,60.5,62,Very Good,GIA,2274,7.72929567,1.5,1.02479339,0
0.72,E,SI2,62,57,Excellent,GIA,2274,7.72929567,-5,0.91935484,0
0.73,I,VS1,62,58,Excellent,GIA,2275,7.72973533,-4,0.93548387,0
0.52,E,VVS1,62.2,56,Excellent,GIA,2275,7.72973533,-6.2,0.90032154,1
0.83,F,SI2,61.5,56,Very Good,GIA,2276,7.7301748,-5.5,0.91056911,0
0.71,H,VS2,60.7,58,Excellent,GIA,2276,7.7301748,-2.7,0.95551895,0
0.81,J,VS1,61.9,54,Excellent,AGS,2276,7.7301748,-7.9,0.8723748,2
0.7,F,SI1,63,57,Very Good,GIA,2276,7.7301748,-6,0.9047619,1
0.78,I,VS2,60.1,60,Very Good,GIA,2276,7.7301748,-0.1,0.99833611,2
0.9,J,SI2,61.6,56,Very Good,GIA,2277,7.73061407,-5.6,0.90909091,2
0.72,E,SI2,61.3,54,Very Good,GIA,2277,7.73061407,-7.3,0.88091354,0
0.81,H,SI1,61.3,58,Very Good,GIA,2313,7.74630066,-3.3,0.94616639,1
0.71,D,SI1,61,60,Very Good,GIA,2314,7.74673291,-1,0.98360656,0
